Dates,Bloomberry Resorts Corporation (PSE:BLOOM) - Share Pricing,Aboitiz Power Corporation (PSE:AP) - Share Pricing,Ayala Corporation (PSE:AC) - Share Pricing,"Aboitiz Equity Ventures, Inc. (PSE:AEV) - Share Pricing","Alliance Global Group, Inc. (PSE:AGI) - Share Pricing","Ayala Land, Inc. (PSE:ALI) - Share Pricing","BDO Unibank, Inc. (PSE:BDO) - Share Pricing",Bank of the Philippine Islands (PSE:BPI) - Share Pricing,"DMCI Holdings, Inc. (PSE:DMC) - Share Pricing",First Gen Corporation (PSE:FGEN) - Share Pricing,"Globe Telecom, Inc. (PSE:GLO) - Share Pricing","GT Capital Holdings, Inc. (PSE:GTCAP) - Share Pricing","International Container Terminal Services, Inc. (PSE:ICT) - Share Pricing",Jollibee Foods Corporation (PSE:JFC) - Share Pricing,"JG Summit Holdings, Inc. (PSE:JGS) - Share Pricing","LT Group, Inc. (PSE:LTG) - Share Pricing",Metropolitan Bank & Trust Company (PSE:MBT) - Share Pricing,Megaworld Corporation (PSE:MEG) - Share Pricing,Manila Electric Company (PSE:MER) - Share Pricing,Metro Pacific Investments Corporation (PSE:MPI) - Share Pricing,"Puregold Price Club, Inc. (PSE:PGOLD) - Share Pricing",Robinsons Land Corporation (PSE:RLC) - Share Pricing,"Robinsons Retail Holdings, Inc. (PSE:RRHI) - Share Pricing",Semirara Mining and Power Corporation (PSE:SCC) - Share Pricing,Security Bank Corporation (PSE:SECB) - Share Pricing,SM Investments Corporation (PSE:SM) - Share Pricing,San Miguel Corporation (PSE:SMC) - Share Pricing,"SM Prime Holdings, Inc. (PSE:SMPH) - Share Pricing",PLDT Inc. (PSE:TEL) - Share Pricing,Universal Robina Corporation (PSE:URC) - Share Pricing
Jul-03-2020,7.88,27.70,769.50,48.50,6.70,35.20,99.95,73.40,4.16,26.85,2110.00,460.00,103.80,147.50,67.25,8.23,38.95,3.18,278.20,3.68,46.60,17.20,65.50,12.70,109.40,950.00,103.00,33.40,1290.00,131.60
Jul-06-2020,8.20,28.00,761.50,49.00,6.70,35.10,97.50,72.00,4.21,25.70,2140.00,459.60,105.00,147.30,67.25,8.22,37.90,3.26,283.00,3.70,46.60,17.42,64.80,12.68,105.70,940.00,103.00,32.70,1312.00,129.00
Jul-07-2020,8.14,28.25,751.00,49.30,6.60,34.70,98.00,72.00,4.17,24.25,2062.00,455.00,102.50,147.00,66.00,8.44,38.00,3.16,281.00,3.61,46.60,17.30,64.50,12.50,103.70,949.00,101.50,31.50,1297.00,126.50
Jul-08-2020,8.20,28.10,748.00,49.60,6.30,33.90,95.60,74.50,4.22,24.30,2096.00,450.00,100.00,146.60,66.50,8.45,37.10,3.09,281.00,3.62,46.60,16.94,64.80,12.36,102.50,975.50,102.00,31.75,1348.00,124.10
Jul-09-2020,8.04,27.00,762.00,49.20,6.30,32.95,96.10,72.20,4.12,24.00,2066.00,448.00,99.45,140.00,68.00,8.40,36.90,3.07,270.20,3.62,46.90,16.50,63.80,12.04,102.50,945.00,100.00,30.50,1360.00,124.00
Jul-10-2020,7.80,26.85,745.00,49.30,6.33,32.00,94.70,73.20,4.10,24.95,2076.00,450.00,98.75,137.50,69.70,8.35,36.50,3.14,278.00,3.55,47.75,15.92,62.60,11.90,101.00,940.00,104.00,31.90,1360.00,123.50
Jul-13-2020,8.00,26.55,733.00,48.85,6.20,32.40,91.50,74.50,4.03,23.70,2080.00,451.00,98.25,140.90,69.00,8.31,36.00,3.07,276.40,3.48,46.60,15.50,63.95,12.00,102.50,940.00,103.00,31.20,1396.00,126.50
Jul-14-2020,7.61,26.35,750.00,50.00,6.03,33.50,92.85,71.30,3.98,22.90,2062.00,452.00,96.55,140.00,68.50,8.18,36.00,3.05,268.20,3.36,48.00,15.78,64.00,11.90,101.70,935.00,102.00,31.60,1380.00,124.50
Jul-15-2020,6.65,25.80,724.00,48.20,5.98,32.00,89.50,70.00,3.81,22.30,2006.00,430.00,93.00,136.20,67.60,8.04,35.90,3.00,260.00,3.17,47.85,15.76,63.50,11.60,100.00,911.00,98.30,31.70,1372.00,119.00
Jul-16-2020,7.48,26.50,740.00,49.25,6.00,32.90,92.80,70.85,3.88,23.70,2066.00,450.00,97.00,133.00,67.60,8.10,36.70,3.16,260.80,3.33,48.00,16.46,62.30,11.10,100.00,933.00,98.10,32.70,1359.00,122.00
Jul-17-2020,7.40,27.00,750.00,49.75,6.00,31.70,93.50,70.35,3.85,24.15,2078.00,448.00,97.00,133.60,67.60,7.99,36.70,3.15,260.60,3.26,48.65,16.30,62.25,11.12,100.00,920.00,98.50,31.20,1350.00,121.00
Jul-20-2020,7.35,26.90,750.00,49.55,6.00,32.95,93.00,71.00,3.77,24.00,2114.00,452.00,97.00,133.50,67.10,7.90,36.50,3.12,260.20,3.41,49.45,16.68,60.60,10.30,100.00,940.00,98.70,31.70,1350.00,125.80
Jul-21-2020,7.28,26.90,765.00,51.60,5.99,33.20,91.20,70.70,3.78,24.15,2090.00,439.80,101.00,134.70,68.30,7.88,36.00,3.18,262.80,3.36,49.10,16.20,61.00,10.32,99.85,925.00,99.90,31.00,1345.00,122.10
Jul-22-2020,7.10,26.60,746.00,49.50,5.95,33.00,91.90,69.70,3.58,23.60,2110.00,441.80,99.00,130.00,66.20,7.82,35.50,3.20,262.00,3.31,48.10,15.94,62.00,9.50,99.05,915.00,99.80,30.90,1349.00,122.30
Jul-23-2020,7.00,26.50,750.00,49.45,5.82,33.80,92.00,69.45,3.49,23.90,2116.00,438.00,98.00,126.60,66.00,7.41,36.05,3.14,258.20,3.19,48.00,15.90,61.65,9.46,100.00,900.00,98.20,30.50,1330.00,119.70
Jul-24-2020,6.80,25.90,742.00,50.00,5.83,32.50,93.05,69.50,3.50,23.85,2090.00,437.80,97.00,128.50,65.00,7.43,36.05,3.07,261.00,3.15,48.00,15.90,61.80,9.43,97.70,900.50,97.80,30.50,1340.00,122.00
Jul-27-2020,6.25,25.90,710.00,49.00,5.80,31.90,90.00,65.00,3.45,23.95,2010.00,433.40,97.25,128.00,63.00,7.44,34.30,3.02,258.00,3.02,46.70,15.00,60.00,9.50,93.00,884.00,97.80,30.30,1320.00,119.80
Jul-28-2020,6.29,25.95,722.00,49.50,5.77,32.10,88.95,68.20,3.48,24.55,2000.00,425.00,97.00,129.10,63.40,7.19,34.30,3.01,268.00,3.06,47.10,15.10,59.80,9.70,92.10,900.00,98.50,31.10,1327.00,119.80
Jul-29-2020,6.30,25.70,723.00,49.50,5.76,33.25,90.50,69.00,3.48,26.00,2020.00,425.00,97.20,131.00,63.10,7.39,34.50,3.00,268.00,3.18,48.50,16.00,60.00,9.90,92.00,900.00,98.40,30.50,1316.00,124.40
Jul-30-2020,6.30,25.65,726.50,48.05,5.70,33.30,88.00,68.20,3.55,26.95,2064.00,439.00,96.50,135.00,62.45,7.50,34.25,3.00,265.00,3.12,48.00,15.38,61.75,9.95,92.00,890.00,99.00,30.00,1340.00,122.40
Aug-03-2020,6.12,24.75,700.00,45.60,5.55,31.30,85.00,64.70,3.49,26.70,2014.00,415.00,94.00,127.00,60.50,7.34,33.50,2.90,257.00,3.00,47.70,14.28,59.50,9.55,87.20,860.00,99.00,28.55,1317.00,125.00
Aug-04-2020,6.12,25.00,705.00,45.35,5.69,32.20,87.15,64.50,3.65,26.80,2070.00,409.00,95.50,126.20,61.10,7.35,33.50,2.99,257.00,3.07,48.70,14.16,59.30,10.00,89.15,865.00,98.50,28.45,1337.00,130.50
Aug-05-2020,6.28,24.50,700.00,45.80,5.60,32.50,91.00,65.50,3.73,26.70,2106.00,405.20,97.00,131.00,60.75,7.50,34.90,2.99,258.00,3.11,48.00,14.22,59.00,10.44,88.50,870.00,97.00,29.00,1353.00,131.50
Aug-06-2020,6.30,24.30,720.00,47.25,5.53,32.80,91.00,65.50,3.75,26.70,2118.00,409.60,97.50,135.00,61.25,7.44,35.30,2.99,266.60,3.20,50.00,13.50,58.50,10.14,90.00,878.00,97.30,29.45,1370.00,134.40
Aug-07-2020,6.20,24.85,701.00,48.00,5.55,32.20,89.90,62.55,3.70,27.00,2120.00,400.60,103.90,134.20,61.40,7.42,34.80,2.94,266.80,3.22,49.35,13.80,58.40,10.24,91.00,850.50,99.00,29.00,1389.00,135.40
Aug-10-2020,6.13,25.20,730.00,48.45,5.80,33.20,89.00,62.05,3.56,26.00,2200.00,401.60,105.90,137.50,62.30,7.73,34.75,3.00,264.80,3.26,50.00,14.20,58.40,9.40,90.70,862.00,98.90,29.70,1389.00,139.70
Aug-11-2020,6.16,25.20,748.00,48.25,5.99,32.60,88.50,61.00,3.63,24.70,2180.00,400.00,109.00,141.10,64.05,7.70,35.15,2.95,267.80,3.21,52.00,14.90,61.00,9.41,91.25,858.00,99.00,30.25,1390.00,137.00
Aug-12-2020,6.30,25.80,739.00,48.45,5.89,32.80,90.00,62.50,3.65,24.60,2164.00,404.00,108.60,140.20,64.80,8.07,35.15,2.98,270.80,3.29,52.00,14.60,61.90,9.49,92.80,870.00,101.50,30.00,1380.00,141.60
Aug-13-2020,6.15,25.25,753.00,49.80,6.04,33.20,92.00,64.85,3.69,23.50,2148.00,410.00,108.20,142.50,64.50,8.00,36.10,3.01,276.00,3.37,51.60,14.90,61.80,9.60,95.90,897.00,102.00,31.00,1387.00,143.00
Aug-14-2020,6.28,25.20,749.50,50.25,5.87,33.30,92.00,65.50,3.70,22.60,2136.00,401.00,108.00,144.50,61.30,8.05,35.95,2.97,278.60,3.35,50.50,14.90,62.00,9.04,98.50,900.00,103.50,31.00,1350.00,142.90
Aug-17-2020,6.23,25.60,760.00,50.20,6.25,33.10,91.00,65.15,3.69,23.50,2118.00,424.00,107.50,140.90,64.00,8.30,35.55,3.00,274.80,3.33,49.65,15.00,62.00,9.22,96.75,880.00,103.50,31.40,1348.00,142.80
Aug-18-2020,6.00,26.00,762.00,51.60,6.45,32.85,92.05,65.70,3.85,23.85,2130.00,424.00,110.00,140.50,65.60,8.59,36.10,3.00,280.00,3.33,50.60,15.14,64.70,9.58,97.50,910.00,103.60,32.00,1360.00,142.60
Aug-19-2020,6.15,25.10,735.00,49.60,6.41,31.85,91.80,62.50,3.96,23.80,2130.00,407.00,108.10,140.20,63.50,8.60,36.00,3.08,271.00,3.26,51.90,14.96,67.10,9.55,98.00,900.00,102.50,31.00,1380.00,139.00
Aug-20-2020,6.22,25.80,730.00,49.80,6.20,31.35,89.05,63.50,3.90,23.30,2112.00,407.00,108.00,139.50,63.45,8.42,34.70,3.07,270.00,3.21,51.00,14.80,66.35,9.47,96.50,900.00,103.00,31.00,1368.00,137.20
Aug-24-2020,6.08,25.70,743.00,48.65,6.10,30.60,87.05,64.00,3.88,23.65,2100.00,400.00,107.50,141.20,62.00,8.43,34.05,3.00,270.00,3.21,51.05,14.80,67.05,9.44,96.95,883.00,100.00,30.00,1400.00,140.00
Aug-25-2020,6.15,25.80,732.00,49.00,6.09,30.40,87.50,63.00,3.90,23.70,2110.00,401.00,106.50,141.00,63.00,8.43,33.90,3.01,270.00,3.18,52.00,14.70,70.00,9.40,96.00,881.00,101.50,30.05,1448.00,142.50
Aug-26-2020,6.19,26.00,717.50,48.20,6.05,30.00,86.95,63.00,3.93,24.10,2130.00,404.00,106.50,138.50,64.40,8.41,33.85,3.00,275.80,3.33,51.50,14.62,68.70,9.25,95.65,887.00,101.40,29.50,1441.00,139.00
Aug-27-2020,6.01,26.30,735.00,47.00,6.18,29.70,87.05,65.70,3.92,24.35,2134.00,405.00,105.00,138.70,63.60,8.26,34.40,3.01,267.00,3.41,51.20,14.84,68.80,9.38,97.00,873.00,101.40,29.50,1446.00,138.80
Aug-28-2020,6.12,26.65,733.50,48.00,6.18,28.80,86.00,67.00,4.00,24.35,2088.00,400.00,105.00,135.10,64.30,8.42,33.50,2.91,269.00,3.36,54.00,14.62,70.10,9.42,97.00,850.00,101.50,29.20,1479.00,137.80
